organisasjonsnummer,navn,hjemmeside,epostadresse,telefon,mobil,erIKonsern,antallAnsatte,registrertIForetaksregisteret
987328541,ZONTA OMRÅDE NORGE AV DISTRIKT 13 AV ZONTA INTERNATIONAL,www.zonta.no,thrine.seglem@cerfe.no,,958 89 757,False,,False
987518529,ZONTA CLUB OF BERGEN,www.zonta.no,bergen@zonta.no,55 32 49 69,91310083,False,,False
988708739,ZULUFADDER,www.zulufadder.no,post@zulufadder.no,22 49 67 60,920 61 544,False,,False
988813672,ZEN FREDRIKSTAD,www.zenfredrikstad.com,zenfredrikstad@gmail.com,,980 01 480,False,,False
989732587,ZAMILA ORIENTALSKE DANSEFORENING,Facebook,zamila7@hotmail.com,,,False,,False
991244085,ZION BAPTIST CHURCH,,egersundzion@gmail.com,,458 54 370,False,,False
991653503,ZAPATISTGRUPPA I BERGEN,www.zapatista.no,bergen@zapatista.no,,970 46 378,False,,False
991845712,ZHOUSHAN COMMUNITY IN NORWAY,,,22 35 19 19,93420295,False,,False
992315865,ZEFYRHAUGEN VELFORENING,,zefyrhaugenveiforening@gmail.com,,99150985,False,,False
993541818,ZIMBABWE CHILDREN,,zimrods@hotmail.com,,40237168,False,,False
993572454,ZAGROS SENTER,,,,41567036,False,,False
993619671,ZIRK MIR,www.zirkmir.com,jacob@zirkmir.com,48 27 44 02,901 68 300,False,,False
993973246,ZERO PISTOLKLUBB,www.zeropk.com,post@zeropk.com,,464 21 727,False,,False
994446185,ZANZIBAR BARNEHJEMSHJELP,,salum116@hotmail.com,55 34 74 10,93649436,False,,False
995308118,ZULULAN,zululan.net,,,,False,,False
995888858,ZYNDICATE PARTNERS,www.zyndicatepartner.com,epost@advokatarnesen.no,,41550450,False,,False
996783510,ZETLITZ-SPELET,,norleifj@frisurf.no,,916 36 186,False,,False
996976440,ZAMZAM FOUNDATION,www.zamzam.com,,,94208643,False,,False
997505654,ZEKKEN BARNE- OG UNGDOMSTEATER,,froydis.rui-rahman@royken.kommune.no,31 28 50 86,90965282,False,,False
997825829,ZOLA-PRISEN,www.zola-prisen.no,fredrik.giertsen@gmail.com,,932 28 534,False,,False
997901495,ZARGATE,www.zargate.org,raymond@zargate.org,,928 32 575,False,,False
998042763,ZANA FC,,zanafotballclub@gmail.com,,938 93 806,False,,False
998137888,ZEBRA BARNEFILMKLUBB,www.facebook.com/zebrabarnefilmklubb,zebra@marandon.no,55 01 09 28,901 94 316,False,,False
999104193,ZEBRA NANDOM CHILDRENS HOME NORWAY,www.zebrachildrenhome.com,zebra.nandom@gmail.com,,98406948,False,,False
999242359,ZONTA OSLO,,,,901 03 330,False,,False
999652352,ZAPPAUNION,www.zappaunion.no,bjorn@zappaunion.no,,951 69 242,False,,False
